station_id;nom_division;name;capacity;is_valet_station;num_bikes_available;num_docks_available;is_installed;is_renting;is_returning;point_geo;last_reported_tr;is_virtual_station;vehicle_type_capacity;is_charging_station;message_velo;message_dock_dispo
ce4bghh2rcd13ifvqb60;Marseille 1er Arrondissement;National - Longchamp;20;0;1;19;1;1;1;43.301396, 5.387812;2025-11-26T23:19:01+00:00;0;"{""1"": 19, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 19, ""4"": 19, ""5"": 0, ""6"": 0, ""7"": 19}";1;Moins de trois vélos disponibles;Plus de trois docks disponibles
ce4bgi92rcd13ifvqb90;Marseille 1er Arrondissement;Canebière Saint-Ferreol;20;0;1;18;1;1;1;43.296278, 5.37712;2025-11-26T23:19:01+00:00;0;"{""1"": 19, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 19, ""4"": 19, ""5"": 0, ""6"": 0, ""7"": 19}";1;Moins de trois vélos disponibles;Plus de trois docks disponibles
ce4bgih2rcd13ifvqba0;Marseille 1er Arrondissement;Sibie - Curiol;20;0;1;20;1;1;1;43.29529, 5.385581;2025-11-26T23:19:01+00:00;0;"{""1"": 20, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 20, ""4"": 20, ""5"": 0, ""6"": 0, ""7"": 20}";0;Moins de trois vélos disponibles;Plus de trois docks disponibles
ce4bgj12rcd13ifvqbc0;Marseille 1er Arrondissement;Allées Gambetta;30;0;3;26;1;1;1;43.299028, 5.381509;2025-11-26T23:19:01+00:00;0;"{""1"": 29, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 29, ""4"": 29, ""5"": 0, ""6"": 0, ""7"": 29}";1;Moins de trois vélos disponibles;Plus de trois docks disponibles
ce4bgj92rcd13ifvqbd0;Marseille 1er Arrondissement;Réformés Canebière;30;0;0;28;1;1;1;43.299719, 5.384854;2025-11-26T23:19:01+00:00;0;"{""1"": 30, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 30, ""4"": 30, ""5"": 0, ""6"": 0, ""7"": 30}";1;Aucun vélo disponible;Plus de trois docks disponibles
ce4bgkh2rcd13ifvqbk0;Marseille 1er Arrondissement;Longchamp - Grobet;20;0;1;19;1;1;1;43.302997, 5.392138;2025-11-26T23:19:01+00:00;0;"{""1"": 19, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 19, ""4"": 19, ""5"": 0, ""6"": 0, ""7"": 19}";0;Moins de trois vélos disponibles;Plus de trois docks disponibles
ce4bgkh2rcd13ifvqbl0;Marseille 1er Arrondissement;Centre Bourse;20;0;0;19;1;1;1;43.297067, 5.376836;2025-11-26T23:19:01+00:00;0;"{""1"": 20, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 20, ""4"": 20, ""5"": 0, ""6"": 0, ""7"": 20}";1;Aucun vélo disponible;Plus de trois docks disponibles
ce4bgl92rcd13ifvqbq0;Marseille 2e Arrondissement;Arenc - Chanterac;50;0;2;48;1;1;1;43.312239, 5.368562;2025-11-26T23:19:01+00:00;0;"{""1"": 48, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 48, ""4"": 48, ""5"": 0, ""6"": 0, ""7"": 48}";1;Moins de trois vélos disponibles;Plus de trois docks disponibles
ce4bgqh2rcd13ifvqc4g;Marseille 2e Arrondissement;Paris - Forbin;20;0;4;16;1;1;1;43.30606, 5.372256;2025-11-26T23:19:01+00:00;0;"{""1"": 16, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 16, ""4"": 16, ""5"": 0, ""6"": 0, ""7"": 16}";0;Plus de trois vélo disponibles;Plus de trois docks disponibles
ce4bgqh2rcd13ifvqc5g;Marseille 2e Arrondissement;République - Joliette;20;0;12;7;1;1;1;43.303042, 5.368994;2025-11-26T23:19:01+00:00;0;"{""1"": 20, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 20, ""4"": 20, ""5"": 0, ""6"": 0, ""7"": 20}";1;Plus de trois vélo disponibles;Plus de trois docks disponibles
ce4bgr92rcd13ifvqc6g;Marseille 2e Arrondissement;Tour La Marseillaise;20;0;1;19;1;1;1;43.313389, 5.367081;2025-11-26T23:19:01+00:00;0;"{""1"": 19, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 19, ""4"": 19, ""5"": 0, ""6"": 0, ""7"": 19}";0;Moins de trois vélos disponibles;Plus de trois docks disponibles
ce4bgt92rcd13ifvqcf0;Marseille 3e Arrondissement;Place Placide Caffo;20;0;6;16;1;1;1;43.313571, 5.384829;2025-11-26T23:19:01+00:00;0;"{""1"": 16, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 16, ""4"": 16, ""5"": 0, ""6"": 0, ""7"": 16}";0;Plus de trois vélo disponibles;Plus de trois docks disponibles
ce4bgup2rcd13ifvqcn0;Marseille 3e Arrondissement;Saint Charles - Faculté;30;0;2;28;1;1;1;43.304606, 5.379026;2025-11-26T23:19:01+00:00;0;"{""1"": 27, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 27, ""4"": 27, ""5"": 0, ""6"": 0, ""7"": 27}";1;Moins de trois vélos disponibles;Plus de trois docks disponibles
ce4bgup2rcd13ifvqco0;Marseille 3e Arrondissement;Friche Belle de Mai;20;0;4;19;1;1;1;43.309589, 5.390258;2025-11-26T23:19:01+00:00;0;"{""1"": 19, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 19, ""4"": 19, ""5"": 0, ""6"": 0, ""7"": 19}";0;Plus de trois vélo disponibles;Plus de trois docks disponibles
ce4bgvh2rcd13ifvqcs0;Marseille 4e Arrondissement;Blancarde - Duparc;20;0;7;13;1;1;1;43.302759, 5.400793;2025-11-26T23:19:01+00:00;0;"{""1"": 13, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 13, ""4"": 13, ""5"": 0, ""6"": 0, ""7"": 13}";0;Plus de trois vélo disponibles;Plus de trois docks disponibles
ce4bgvp2rcd13ifvqct0;Marseille 4e Arrondissement;Eglise des Chartreux;20;0;8;12;1;1;1;43.309371, 5.401449;2025-11-26T23:19:01+00:00;0;"{""1"": 12, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 12, ""4"": 12, ""5"": 0, ""6"": 0, ""7"": 12}";1;Plus de trois vélo disponibles;Plus de trois docks disponibles
ce4bh012rcd13ifvqcv0;Marseille 4e Arrondissement;Chutes Lavie - Dahdah;20;0;10;11;1;1;1;43.309047, 5.396549;2025-11-26T23:19:01+00:00;0;"{""1"": 11, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 11, ""4"": 11, ""5"": 0, ""6"": 0, ""7"": 11}";0;Plus de trois vélo disponibles;Plus de trois docks disponibles
ce4bh012rcd13ifvqd00;Marseille 4e Arrondissement;Saint-Just - Le Dôme;20;0;1;19;1;1;1;43.31683, 5.404722;2025-11-26T23:19:01+00:00;0;"{""1"": 19, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 19, ""4"": 19, ""5"": 0, ""6"": 0, ""7"": 19}";1;Moins de trois vélos disponibles;Plus de trois docks disponibles
ce4bh0h2rcd13ifvqd40;Marseille 4e Arrondissement;Foch - Fayolle;20;0;3;18;1;1;1;43.301229, 5.398615;2025-11-26T23:19:01+00:00;0;"{""1"": 18, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 18, ""4"": 18, ""5"": 0, ""6"": 0, ""7"": 18}";0;Moins de trois vélos disponibles;Plus de trois docks disponibles
ce4bh112rcd13ifvqd90;Marseille 4e Arrondissement;Foch - Boisson;20;0;1;19;1;1;1;43.297961, 5.404053;2025-11-26T23:19:01+00:00;0;"{""1"": 19, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 19, ""4"": 19, ""5"": 0, ""6"": 0, ""7"": 19}";0;Moins de trois vélos disponibles;Plus de trois docks disponibles
ce4bh112rcd13ifvqda0;Marseille 4e Arrondissement;Duparc - Brossolette;20;0;7;14;1;1;1;43.306414, 5.401029;2025-11-26T23:19:01+00:00;0;"{""1"": 14, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 14, ""4"": 14, ""5"": 0, ""6"": 0, ""7"": 14}";0;Plus de trois vélo disponibles;Plus de trois docks disponibles
ce4bh192rcd13ifvqdd0;Marseille 5e Arrondissement;Saint-Pierre - Hugueny;20;0;13;9;1;1;1;43.292005, 5.392897;2025-11-26T23:19:01+00:00;0;"{""1"": 9, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 9, ""4"": 9, ""5"": 0, ""6"": 0, ""7"": 9}";0;Plus de trois vélo disponibles;Plus de trois docks disponibles
ce4bh292rcd13ifvqdf0;Marseille 5e Arrondissement;Chave - Goudard;20;0;2;19;1;1;1;43.295197, 5.39397;2025-11-26T23:19:01+00:00;0;"{""1"": 18, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 18, ""4"": 18, ""5"": 0, ""6"": 0, ""7"": 18}";0;Moins de trois vélos disponibles;Plus de trois docks disponibles
ce4bh312rcd13ifvqdk0;Marseille 5e Arrondissement;Sakakini - Saint-Pierre;20;0;8;18;1;1;1;43.292724, 5.401131;2025-11-26T23:19:01+00:00;0;"{""1"": 18, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 18, ""4"": 18, ""5"": 0, ""6"": 0, ""7"": 18}";1;Plus de trois vélo disponibles;Plus de trois docks disponibles
ce4bh392rcd13ifvqdm0;Marseille 5e Arrondissement;Jean Moulin - Hôpital La Timone;20;0;9;12;1;1;1;43.29041, 5.399634;2025-11-26T23:19:01+00:00;0;"{""1"": 13, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 13, ""4"": 13, ""5"": 0, ""6"": 0, ""7"": 13}";0;Plus de trois vélo disponibles;Plus de trois docks disponibles
ce4bh3p2rcd13ifvqdp0;Marseille 5e Arrondissement;Chave Eugene Pierre;20;0;3;19;1;1;1;43.295169, 5.390426;2025-11-26T23:19:01+00:00;0;"{""1"": 20, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 20, ""4"": 20, ""5"": 0, ""6"": 0, ""7"": 20}";0;Moins de trois vélos disponibles;Plus de trois docks disponibles
ce4bh412rcd13ifvqds0;Marseille 6e Arrondissement;Notre-Dame - Vauban;20;0;21;12;1;1;1;43.283998, 5.375062;2025-11-26T23:19:01+00:00;0;"{""1"": 12, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 12, ""4"": 12, ""5"": 0, ""6"": 0, ""7"": 12}";1;Plus de trois vélo disponibles;Plus de trois docks disponibles
ce4bh512rcd13ifvqe3g;Marseille 6e Arrondissement;Castellane;50;0;2;46;1;1;1;43.28479, 5.384124;2025-11-26T23:19:01+00:00;0;"{""1"": 48, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 48, ""4"": 48, ""5"": 0, ""6"": 0, ""7"": 48}";1;Moins de trois vélos disponibles;Plus de trois docks disponibles
ce4bh9p2rcd13ifvqec0;Marseille 6e Arrondissement;Paradis - Vignerons;20;0;6;14;1;1;1;43.287184, 5.379377;2025-11-26T23:19:01+00:00;0;"{""1"": 14, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 14, ""4"": 14, ""5"": 0, ""6"": 0, ""7"": 14}";0;Plus de trois vélo disponibles;Plus de trois docks disponibles
ce4bha12rcd13ifvqee0;Marseille 6e Arrondissement;Vallon Montebello;20;0;5;17;1;1;1;43.281044, 5.378308;2025-11-26T23:19:01+00:00;0;"{""1"": 17, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 17, ""4"": 17, ""5"": 0, ""6"": 0, ""7"": 17}";0;Plus de trois vélo disponibles;Plus de trois docks disponibles
ce4bha92rcd13ifvqeh0;Marseille 7e Arrondissement;Sainte - Notre-Dame;20;0;3;19;1;1;1;43.291672, 5.371569;2025-11-26T23:19:01+00:00;0;"{""1"": 20, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 20, ""4"": 20, ""5"": 0, ""6"": 0, ""7"": 20}";0;Moins de trois vélos disponibles;Plus de trois docks disponibles
ce4bhb12rcd13ifvqel0;Marseille 7e Arrondissement;Livon - Pasteur;20;0;5;16;1;1;1;43.292004, 5.357898;2025-11-26T23:19:01+00:00;0;"{""1"": 16, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 16, ""4"": 16, ""5"": 0, ""6"": 0, ""7"": 16}";0;Plus de trois vélo disponibles;Plus de trois docks disponibles
ce4bhb92rcd13ifvqen0;Marseille 7e Arrondissement;Plage des Catalans;30;0;3;28;1;1;1;43.290104, 5.356111;2025-11-26T23:19:01+00:00;0;"{""1"": 28, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 28, ""4"": 28, ""5"": 0, ""6"": 0, ""7"": 28}";1;Moins de trois vélos disponibles;Plus de trois docks disponibles
ce4bhbh2rcd13ifvqepg;Marseille 7e Arrondissement;Corniche - Malmousque;30;0;1;30;1;1;1;43.284214, 5.349706;2025-11-26T23:19:01+00:00;0;"{""1"": 30, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 30, ""4"": 30, ""5"": 0, ""6"": 0, ""7"": 30}";1;Moins de trois vélos disponibles;Plus de trois docks disponibles
ce4bhbh2rcd13ifvqeqg;Marseille 7e Arrondissement;Livon - Vieux-Port;20;0;2;20;1;1;1;43.292311, 5.360731;2025-11-26T23:19:01+00:00;0;"{""1"": 19, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 19, ""4"": 19, ""5"": 0, ""6"": 0, ""7"": 19}";1;Moins de trois vélos disponibles;Plus de trois docks disponibles
ce4bhbp2rcd13ifvqesg;Marseille 7e Arrondissement;La Criée;20;0;0;18;1;1;1;43.292748, 5.368402;2025-11-26T23:19:01+00:00;0;"{""1"": 20, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 20, ""4"": 20, ""5"": 0, ""6"": 0, ""7"": 20}";1;Aucun vélo disponible;Plus de trois docks disponibles
ce4bhdp2rcd13ifvqf20;Marseille 8e Arrondissement;Rabatau - Hôpital Saint-Joseph;20;0;0;20;1;1;1;43.274106, 5.394017;2025-11-26T23:19:01+00:00;0;"{""1"": 20, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 20, ""4"": 20, ""5"": 0, ""6"": 0, ""7"": 20}";0;Aucun vélo disponible;Plus de trois docks disponibles
ce4bhf92rcd13ifvqf50;Marseille 8e Arrondissement;Périer - Cremieux;20;0;2;17;1;1;1;43.279087, 5.380114;2025-11-26T23:19:01+00:00;0;"{""1"": 17, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 17, ""4"": 17, ""5"": 0, ""6"": 0, ""7"": 17}";0;Moins de trois vélos disponibles;Plus de trois docks disponibles
ce4bhg12rcd13ifvqf70;Marseille 8e Arrondissement;Base Nautique Roucas Blanc;40;0;2;40;1;1;1;43.265714, 5.372891;2025-11-26T23:19:01+00:00;0;"{""1"": 40, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 40, ""4"": 40, ""5"": 0, ""6"": 0, ""7"": 40}";1;Moins de trois vélos disponibles;Plus de trois docks disponibles
ce4bhg92rcd13ifvqf90;Marseille 8e Arrondissement;Prado - Gabes;20;0;2;18;1;1;1;43.26681, 5.382694;2025-11-26T23:19:01+00:00;0;"{""1"": 18, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 18, ""4"": 18, ""5"": 0, ""6"": 0, ""7"": 18}";0;Moins de trois vélos disponibles;Plus de trois docks disponibles
ce4bhgp2rcd13ifvqfc0;Marseille 8e Arrondissement;Promenade Pompidou David;30;0;5;24;1;1;1;43.261782, 5.374515;2025-11-26T23:19:01+00:00;0;"{""1"": 25, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 25, ""4"": 25, ""5"": 0, ""6"": 0, ""7"": 25}";1;Plus de trois vélo disponibles;Plus de trois docks disponibles
ce4bhgp2rcd13ifvqfe0;Marseille 8e Arrondissement;Rond Point du Prado;30;0;1;30;1;1;1;43.273128, 5.390727;2025-11-26T23:19:01+00:00;0;"{""1"": 30, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 30, ""4"": 30, ""5"": 0, ""6"": 0, ""7"": 30}";1;Moins de trois vélos disponibles;Plus de trois docks disponibles
ce4bhh12rcd13ifvqfg0;Marseille 8e Arrondissement;Michelet - Huveaune;40;0;0;40;1;1;1;43.267966, 5.393976;2025-11-26T23:19:01+00:00;0;"{""1"": 40, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 40, ""4"": 40, ""5"": 0, ""6"": 0, ""7"": 40}";1;Aucun vélo disponible;Plus de trois docks disponibles
ce4bhh92rcd13ifvqfi0;Marseille 8e Arrondissement;Paradis - Lord Duveen;20;0;3;17;1;1;1;43.275625, 5.384392;2025-11-26T23:19:01+00:00;0;"{""1"": 17, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 17, ""4"": 17, ""5"": 0, ""6"": 0, ""7"": 17}";0;Moins de trois vélos disponibles;Plus de trois docks disponibles
ce4bhhh2rcd13ifvqfl0;Marseille 8e Arrondissement;Negresko - Paulet;20;0;1;19;1;1;1;43.269319, 5.389397;2025-11-26T23:19:01+00:00;0;"{""1"": 19, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 19, ""4"": 19, ""5"": 0, ""6"": 0, ""7"": 19}";0;Moins de trois vélos disponibles;Plus de trois docks disponibles
ce4bhhp2rcd13ifvqfm0;Marseille 8e Arrondissement;Prado - Michelet;40;0;0;40;1;1;1;43.272119, 5.39176;2025-11-26T23:19:01+00:00;0;"{""1"": 39, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 39, ""4"": 39, ""5"": 0, ""6"": 0, ""7"": 39}";0;Aucun vélo disponible;Plus de trois docks disponibles
ce4bhi12rcd13ifvqfo0;Marseille 8e Arrondissement;Prado - Lord Duveen;20;0;2;19;1;1;1;43.27677, 5.388793;2025-11-26T23:19:01+00:00;0;"{""1"": 19, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 19, ""4"": 19, ""5"": 0, ""6"": 0, ""7"": 19}";0;Moins de trois vélos disponibles;Plus de trois docks disponibles
ce4bhi12rcd13ifvqfp0;Marseille 8e Arrondissement;Parc Pastré;20;0;10;10;1;1;1;43.239588, 5.366238;2025-11-26T23:19:01+00:00;0;"{""1"": 10, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 10, ""4"": 10, ""5"": 0, ""6"": 0, ""7"": 10}";0;Plus de trois vélo disponibles;Plus de trois docks disponibles
ce4bhih2rcd13ifvqfs0;Marseille 8e Arrondissement;Clot Bey - Leau;20;0;9;18;1;1;1;43.255756, 5.382303;2025-11-26T23:19:01+00:00;0;"{""1"": 18, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 18, ""4"": 18, ""5"": 0, ""6"": 0, ""7"": 18}";1;Plus de trois vélo disponibles;Plus de trois docks disponibles
ce4bhjp2rcd13ifvqga0;Marseille 8e Arrondissement;Liandier - Rouet;20;0;4;16;1;1;1;43.27839, 5.392143;2025-11-26T23:19:01+00:00;0;"{""1"": 16, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 16, ""4"": 16, ""5"": 0, ""6"": 0, ""7"": 16}";0;Plus de trois vélo disponibles;Plus de trois docks disponibles
ce4bhl12rcd13ifvqgf0;Marseille 9e Arrondissement;Rolland - Platanes;20;0;18;15;1;1;1;43.271718, 5.409959;2025-11-26T23:19:01+00:00;0;"{""1"": 15, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 15, ""4"": 15, ""5"": 0, ""6"": 0, ""7"": 15}";0;Plus de trois vélo disponibles;Plus de trois docks disponibles
ce4bhlh2rcd13ifvqgig;Marseille 9e Arrondissement;Obélisque de Mazargues;20;0;12;7;1;1;1;43.25102, 5.403214;2025-11-26T23:19:01+00:00;0;"{""1"": 15, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 15, ""4"": 15, ""5"": 0, ""6"": 0, ""7"": 15}";1;Plus de trois vélo disponibles;Plus de trois docks disponibles
ce4bhm12rcd13ifvqgkg;Marseille 9e Arrondissement;Mazargues - Almeras;20;0;17;3;1;1;1;43.250963, 5.395187;2025-11-26T23:19:01+00:00;0;"{""1"": 13, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 13, ""4"": 13, ""5"": 0, ""6"": 0, ""7"": 13}";1;Plus de trois vélo disponibles;Moins de trois docks disponibles
ce4bhmh2rcd13ifvqgmg;Marseille 9e Arrondissement;Coin Joli;20;0;3;17;1;1;1;43.262163, 5.404472;2025-11-26T23:19:01+00:00;0;"{""1"": 17, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 17, ""4"": 17, ""5"": 0, ""6"": 0, ""7"": 17}";1;Moins de trois vélos disponibles;Plus de trois docks disponibles
ce4bhn92rcd13ifvqgsg;Marseille 10e Arrondissement;Parc du 26ème Centenaire;20;0;7;13;1;1;1;43.282239, 5.390869;2025-11-26T23:19:01+00:00;0;"{""1"": 14, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 14, ""4"": 14, ""5"": 0, ""6"": 0, ""7"": 14}";1;Plus de trois vélo disponibles;Plus de trois docks disponibles
ce4bhnh2rcd13ifvqgug;Marseille 10e Arrondissement;Boulevard Urbain Sud - Pont de Vivaux;20;0;3;19;1;1;1;43.281548, 5.42643;2025-11-26T23:19:01+00:00;0;"{""1"": 19, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 19, ""4"": 19, ""5"": 0, ""6"": 0, ""7"": 19}";0;Moins de trois vélos disponibles;Plus de trois docks disponibles
ce4bhnp2rcd13ifvqh0g;Marseille 10e Arrondissement;Capelette - Forges;20;0;13;18;1;1;1;43.279465, 5.410561;2025-11-26T23:19:01+00:00;0;"{""1"": 18, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 18, ""4"": 18, ""5"": 0, ""6"": 0, ""7"": 18}";1;Plus de trois vélo disponibles;Plus de trois docks disponibles
ce4bho12rcd13ifvqh1g;Marseille 10e Arrondissement;Pont de Vivaux;20;0;8;16;1;1;1;43.27996, 5.416622;2025-11-26T23:19:01+00:00;0;"{""1"": 16, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 16, ""4"": 16, ""5"": 0, ""6"": 0, ""7"": 16}";1;Plus de trois vélo disponibles;Plus de trois docks disponibles
ce4bho92rcd13ifvqh3g;Marseille 5e Arrondissement;Jean Moulin - Sainte Baume;20;0;5;16;1;1;1;43.287154, 5.399979;2025-11-26T23:19:01+00:00;0;"{""1"": 16, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 16, ""4"": 16, ""5"": 0, ""6"": 0, ""7"": 16}";1;Plus de trois vélo disponibles;Plus de trois docks disponibles
ce4bho92rcd13ifvqh4g;Marseille 10e Arrondissement;Palais Omnisports;20;0;8;18;1;1;1;43.279966, 5.400089;2025-11-26T23:19:01+00:00;0;"{""1"": 18, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 18, ""4"": 18, ""5"": 0, ""6"": 0, ""7"": 18}";0;Plus de trois vélo disponibles;Plus de trois docks disponibles
ce4bhoh2rcd13ifvqh5g;Marseille 10e Arrondissement;Toulon - Menpenti;20;0;12;12;1;1;1;43.284462, 5.392121;2025-11-26T23:19:01+00:00;0;"{""1"": 12, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 12, ""4"": 12, ""5"": 0, ""6"": 0, ""7"": 12}";0;Plus de trois vélo disponibles;Plus de trois docks disponibles
ce4bhp92rcd13ifvqhcg;Marseille 12e Arrondissement;Stade Bombardière;20;0;3;17;1;1;1;43.317108, 5.437064;2025-11-26T23:19:01+00:00;0;"{""1"": 17, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 17, ""4"": 17, ""5"": 0, ""6"": 0, ""7"": 17}";0;Moins de trois vélos disponibles;Plus de trois docks disponibles
ce4bhpp2rcd13ifvqhfg;Marseille 12e Arrondissement;Saint-Jean du Désert;10;0;4;9;1;1;1;43.298776, 5.436434;2025-11-26T23:19:01+00:00;0;"{""1"": 9, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 9, ""4"": 9, ""5"": 0, ""6"": 0, ""7"": 9}";0;Plus de trois vélo disponibles;Plus de trois docks disponibles
ce4bhq92rcd13ifvqhkg;Marseille 13e Arrondissement;Malpassé Métro;30;0;0;30;1;1;1;43.320421, 5.415563;2025-11-26T23:19:01+00:00;0;"{""1"": 30, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 30, ""4"": 30, ""5"": 0, ""6"": 0, ""7"": 30}";0;Aucun vélo disponible;Plus de trois docks disponibles
ce4bhqh2rcd13ifvqhlg;Marseille 14e Arrondissement;IUT Saint Jérôme;20;0;0;20;1;1;1;43.341354, 5.409118;2025-11-26T23:19:01+00:00;0;"{""1"": 20, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 20, ""4"": 20, ""5"": 0, ""6"": 0, ""7"": 20}";0;Aucun vélo disponible;Plus de trois docks disponibles
ce4bhqh2rcd13ifvqhmg;Marseille 13e Arrondissement;Faculté Saint Jérôme;30;0;6;24;1;1;1;43.336146, 5.410335;2025-11-26T23:19:01+00:00;0;"{""1"": 24, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 24, ""4"": 24, ""5"": 0, ""6"": 0, ""7"": 24}";0;Plus de trois vélo disponibles;Plus de trois docks disponibles
ce4bhqp2rcd13ifvqhog;Marseille 14e Arrondissement;Sainte-Marthe - Moretti;20;0;3;19;1;1;1;43.32367, 5.388836;2025-11-26T23:19:01+00:00;0;"{""1"": 19, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 19, ""4"": 19, ""5"": 0, ""6"": 0, ""7"": 19}";1;Moins de trois vélos disponibles;Plus de trois docks disponibles
ce4bhr12rcd13ifvqhpg;Marseille 14e Arrondissement;Bon Secours - Huilerie;20;0;11;15;1;1;1;43.319929, 5.381694;2025-11-26T23:19:01+00:00;0;"{""1"": 15, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 15, ""4"": 15, ""5"": 0, ""6"": 0, ""7"": 15}";1;Plus de trois vélo disponibles;Plus de trois docks disponibles
ce4bhr92rcd13ifvqhsg;Marseille 14e Arrondissement;Peupliers - Berthelot;20;0;1;19;1;1;1;43.337166, 5.39184;2025-11-26T23:19:01+00:00;0;"{""1"": 19, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 19, ""4"": 19, ""5"": 0, ""6"": 0, ""7"": 19}";0;Moins de trois vélos disponibles;Plus de trois docks disponibles
ce4bhsp2rcd13ifvqi50;Marseille 3e Arrondissement;Belle Vue;20;0;5;17;1;1;1;43.31529, 5.380359;2025-11-26T23:19:01+00:00;0;"{""1"": 17, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 17, ""4"": 17, ""5"": 0, ""6"": 0, ""7"": 17}";0;Plus de trois vélo disponibles;Plus de trois docks disponibles
ce501612rcd8frsf0b60;Marseille 9e Arrondissement;Augustin Aubert;20;0;2;18;1;1;1;43.267959, 5.402685;2025-11-26T23:19:01+00:00;0;"{""1"": 18, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 18, ""4"": 18, ""5"": 0, ""6"": 0, ""7"": 18}";0;Moins de trois vélos disponibles;Plus de trois docks disponibles
chh1huq6cuj3fo74tm60;Marseille 5e Arrondissement;Camas - Jaubert;20;0;24;1;1;1;1;43.297807, 5.393533;2025-11-26T23:19:01+00:00;0;"{""1"": 2, ""10"": 0, ""14"": 0, ""15"": 0, ""2"": 2, ""4"": 2, ""5"": 0, ""6"": 0, ""7"": 2}";0;Plus de trois vélo disponibles;Moins de trois docks disponibles
